,value
89964,4.855
89965,4.845
89966,4.845
89967,4.86
89968,4.865
89969,4.85
89970,4.84
89971,4.845
89972,4.845
89973,4.85
89974,4.845
89975,4.855
89976,4.865
89977,4.865
89978,4.855
89979,4.845
89980,4.855
89981,4.845
89982,4.84
89983,4.845
89984,4.85
89985,4.83
89986,4.825
89987,4.835
89988,4.845
89989,4.835
89990,4.815
89991,4.81
89992,4.825
89993,4.83
89994,4.825
89995,4.83
89996,4.825
89997,4.82
89998,4.8
89999,4.78
90000,4.78
90001,4.8
90002,4.78
90003,4.785
90004,4.805
90005,4.81
90006,4.785
90007,4.765
90008,4.785
90009,4.785
90010,4.79
90011,4.775
90012,4.79
90013,4.805
90014,4.785
90015,4.77
90016,4.765
90017,4.77
90018,4.78
90019,4.78
90020,4.77
90021,4.785
90022,4.795
90023,4.785
90024,4.765
90025,4.765
90026,4.775
90027,4.775
90028,4.75
90029,4.76
90030,4.78
90031,4.78
90032,4.765
90033,4.77
90034,4.77
90035,4.77
90036,4.77
90037,4.77
90038,4.79
90039,4.78
90040,4.77
90041,4.775
90042,4.795
90043,4.785
90044,4.775
90045,4.78
90046,4.79
90047,4.78
90048,4.77
90049,4.8
90050,4.82
90051,4.95
90052,5.19
90053,5.68
90054,5.815
90055,5.435
90056,5.205
90057,5.215
90058,5.255
90059,5.265
90060,5.265
90061,5.28
90062,5.3
90063,5.285
90064,5.265
90065,5.25
90066,5.25
90067,5.25
90068,5.24
90069,5.195
90070,5.12
90071,5.02
90072,4.94
90073,4.855
90074,4.73
90075,4.69
90076,4.63
90077,4.655
90078,4.69
90079,4.695
90080,4.67
90081,4.65
90082,4.6
90083,4.605
90084,4.635
90085,4.64
90086,4.625
90087,4.64
90088,4.64
90089,4.645
90090,4.64
90091,4.64
90092,4.63
90093,4.62
90094,4.625
90095,4.655
90096,4.675
90097,4.67
90098,4.63
90099,4.64
90100,4.65
90101,4.66
90102,4.66
90103,4.655
90104,4.67
90105,4.675
90106,4.665
90107,4.66
90108,4.68
90109,4.7
90110,4.695
90111,4.68
90112,4.67
90113,4.69
90114,4.695
90115,4.665
90116,4.675
90117,4.695
90118,4.705
90119,4.695
90120,4.685
90121,4.69
90122,4.7
90123,4.705
90124,4.72
90125,4.735
90126,4.75
90127,4.75
90128,4.755
90129,4.795
90130,4.81
90131,4.815
90132,4.815
90133,4.825
90134,4.84
90135,4.855
90136,4.855
90137,4.885
90138,4.885
90139,4.875
90140,4.875
90141,4.89
90142,4.92
90143,4.93
90144,4.915
90145,4.895
90146,4.9
90147,4.89
90148,4.895
90149,4.9
90150,4.91
90151,4.905
90152,4.885
90153,4.875
90154,4.865
90155,4.86
90156,4.845
90157,4.825
90158,4.85
90159,4.855
90160,4.845
90161,4.835
90162,4.85
90163,4.845
90164,4.825
90165,4.82
90166,4.83
90167,4.85
90168,4.855
90169,4.85
90170,4.84
90171,4.84
90172,4.84
90173,4.835
90174,4.835
90175,4.83
90176,4.835
90177,4.835
90178,4.815
90179,4.825
90180,4.83
90181,4.825
90182,4.82
90183,4.83
90184,4.835
90185,4.82
90186,4.815
90187,4.81
90188,4.825
90189,4.81
90190,4.805
90191,4.815
90192,4.815
90193,4.81
90194,4.8
90195,4.79
90196,4.8
90197,4.8
90198,4.785
90199,4.785
90200,4.79
90201,4.795
90202,4.79
90203,4.775
90204,4.775
90205,4.79
90206,4.78
90207,4.76
90208,4.775
90209,4.79
90210,4.78
90211,4.77
90212,4.785
90213,4.785
90214,4.79
90215,4.775
90216,4.775
90217,4.78
90218,4.79
90219,4.77
90220,4.765
90221,4.77
90222,4.77
90223,4.755
90224,4.765
90225,4.77
90226,4.78
90227,4.77
90228,4.76
90229,4.78
90230,4.79
90231,4.785
90232,4.78
90233,4.785
90234,4.79
90235,4.785
90236,4.775
90237,4.775
90238,4.785
90239,4.785
90240,4.78
90241,4.78
90242,4.785
90243,4.79
90244,4.785
90245,4.78
90246,4.79
90247,4.79
90248,4.79
90249,4.795
90250,4.805
90251,4.83
90252,4.845
90253,4.89
90254,4.995
90255,5.305
90256,5.755
90257,5.765
90258,5.395
90259,5.24
90260,5.26
90261,5.265
90262,5.295
90263,5.315
90264,5.325
90265,5.315
90266,5.315
90267,5.305
90268,5.305
90269,5.315
90270,5.305
90271,5.29
90272,5.25
90273,5.19
90274,5.1
90275,5.065
90276,4.995
90277,4.885
90278,4.755
90279,4.685
90280,4.685
90281,4.735
90282,4.755
90283,4.77
90284,4.745
90285,4.705
90286,4.68
90287,4.695
90288,4.705
90289,4.69
90290,4.685
90291,4.685
90292,4.69
90293,4.68
90294,4.655
90295,4.64
90296,4.625
90297,4.625
90298,4.62
90299,4.63
90300,4.64
90301,4.645
90302,4.64
90303,4.635
90304,4.65
90305,4.65
90306,4.65
90307,4.645
90308,4.65
90309,4.655
90310,4.655
90311,4.655
90312,4.65
90313,4.655
90314,4.665
90315,4.65
90316,4.66
90317,4.665
90318,4.665
90319,4.645
90320,4.655
90321,4.665
90322,4.665
90323,4.665
90324,4.67
90325,4.675
90326,4.705
90327,4.705
90328,4.705
90329,4.72
90330,4.745
90331,4.745
90332,4.745
90333,4.775
90334,4.79
90335,4.805
90336,4.815
90337,4.83
90338,4.86
90339,4.855
90340,4.86
90341,4.88
90342,4.895
90343,4.905
90344,4.9
90345,4.92
90346,4.93
90347,4.935
90348,4.925
90349,4.905
90350,4.905
90351,4.925
90352,4.925
90353,4.905
90354,4.915
90355,4.92
90356,4.9
90357,4.895
90358,4.9
90359,4.905
90360,4.885
90361,4.88
90362,4.875
90363,4.885
90364,4.885
90365,4.865
90366,4.865
90367,4.865
90368,4.875
90369,4.865
90370,4.865
90371,4.885
90372,4.87
90373,4.87
90374,4.87
90375,4.87
90376,4.88
90377,4.875
90378,4.865
90379,4.89
90380,4.9
90381,4.885
90382,4.87
90383,4.89
90384,4.895
90385,4.89
90386,4.87
90387,4.88
90388,4.88
90389,4.885
90390,4.865
90391,4.87
90392,4.865
90393,4.87
90394,4.86
90395,4.85
90396,4.865
90397,4.855
90398,4.84
90399,4.845
90400,4.85
90401,4.855
90402,4.84
90403,4.835
90404,4.84
90405,4.845
90406,4.835
90407,4.83
90408,4.845
90409,4.85
90410,4.84
90411,4.84
90412,4.83
90413,4.845
90414,4.845
90415,4.835
90416,4.825
90417,4.83
90418,4.83
90419,4.825
90420,4.82
90421,4.835
90422,4.835
90423,4.825
90424,4.82
90425,4.815
90426,4.82
90427,4.83
90428,4.815
90429,4.825
90430,4.83
90431,4.825
90432,4.805
90433,4.815
90434,4.825
90435,4.83
90436,4.82
90437,4.815
90438,4.83
90439,4.825
90440,4.815
90441,4.825
90442,4.835
90443,4.84
90444,4.82
90445,4.82
90446,4.845
90447,4.845
90448,4.835
90449,4.84
90450,4.835
90451,4.86
90452,4.86
90453,4.86
90454,4.89
90455,4.925
90456,4.98
90457,5.195
90458,5.7
90459,5.92
90460,5.545
90461,5.275
90462,5.275
90463,5.3
90464,5.3
90465,5.315
90466,5.335
90467,5.35
90468,5.355
90469,5.32
90470,5.325
90471,5.345
90472,5.335
90473,5.295
90474,5.285
90475,5.28
90476,5.135
90477,5.045
90478,4.955
90479,4.845
90480,4.73
90481,4.68
90482,4.705
90483,4.75
90484,4.76
90485,4.735
90486,4.715
90487,4.705
90488,4.715
90489,4.73
90490,4.735
90491,4.76
90492,4.775
90493,4.785
90494,4.78
90495,4.77
90496,4.77
90497,4.745
90498,4.755
90499,4.755
90500,4.755
90501,4.745
90502,4.735
90503,4.72
90504,4.735
90505,4.75
90506,4.735
90507,4.705
90508,4.72
90509,4.72
90510,4.705
90511,4.695
90512,4.695
90513,4.69
90514,4.685
90515,4.665
90516,4.67
90517,4.665
90518,4.67
90519,4.645
90520,4.64
90521,4.65
90522,4.655
90523,4.66
90524,4.65
90525,4.645
90526,4.665
90527,4.675
90528,4.67
90529,4.685
90530,4.71
90531,4.71
90532,4.72
90533,4.74
90534,4.76
90535,4.775
90536,4.79
90537,4.825
90538,4.85
90539,4.87
90540,4.865
90541,4.89
90542,4.92
90543,4.93
90544,4.94
90545,4.945
90546,4.965
90547,4.975
90548,4.985
90549,4.975
90550,4.98
90551,4.995
90552,4.985
90553,4.97
90554,4.96
90555,4.975
90556,4.955
90557,4.925
90558,4.945
90559,4.95
90560,4.945
90561,4.925
90562,4.925
90563,4.925
90564,4.905
90565,4.905
90566,4.91
90567,4.9
90568,4.9
90569,4.9
90570,4.89
90571,4.895
90572,4.895
90573,4.88
90574,4.88
90575,4.885
90576,4.88
90577,4.88
90578,4.87
90579,4.875
90580,4.87
90581,4.855
90582,4.85
90583,4.855
90584,4.87
90585,4.885
90586,4.875
90587,4.875
90588,4.885
90589,4.865
90590,4.855
90591,4.845
90592,4.84
90593,4.84
90594,4.835
90595,4.83
90596,4.835
90597,4.84
90598,4.835
90599,4.83
90600,4.84
90601,4.835
90602,4.82
90603,4.815
90604,4.83
90605,4.84
90606,4.83
90607,4.815
90608,4.83
90609,4.825
90610,4.815
90611,4.8
90612,4.81
90613,4.815
90614,4.795
90615,4.785
90616,4.785
90617,4.8
90618,4.795
90619,4.79
90620,4.785
90621,4.78
90622,4.775
90623,4.775
90624,4.78
90625,4.785
90626,4.805
90627,4.79
90628,4.78
90629,4.78
90630,4.785
90631,4.77
90632,4.76
90633,4.78
90634,4.795
90635,4.795
90636,4.765
90637,4.76
90638,4.78
90639,4.785
90640,4.785
90641,4.79
90642,4.785
90643,4.775
90644,4.78
90645,4.79
90646,4.79
90647,4.79
90648,4.785
90649,4.79
90650,4.8
90651,4.78
90652,4.765
90653,4.77
90654,4.8
90655,4.82
90656,4.81
90657,4.805
90658,4.84
90659,4.89
90660,5.025
90661,5.41
90662,5.87
90663,5.715
90664,5.285
90665,5.17
90666,5.195
90667,5.225
90668,5.225
90669,5.22
90670,5.225
90671,5.255
90672,5.23
90673,5.195
90674,5.19
90675,5.195
90676,5.185
90677,5.135
90678,5.05
90679,4.97
90680,4.865
90681,4.775
90682,4.67
90683,4.58
90684,4.515
90685,4.525
90686,4.565
90687,4.575
90688,4.575
90689,4.56
90690,4.575
90691,4.61
90692,4.65
90693,4.67
90694,4.7
90695,4.71
90696,4.72
90697,4.72
90698,4.705
90699,4.67
90700,4.665
90701,4.705
90702,4.73
90703,4.725
90704,4.735
90705,4.75
90706,4.77
90707,4.78
90708,4.78
90709,4.775
90710,4.775
90711,4.775
90712,4.795
90713,4.805
90714,4.785
90715,4.77
90716,4.78
90717,4.785
90718,4.8
90719,4.79
90720,4.795
90721,4.775
90722,4.77
90723,4.74
90724,4.735
90725,4.73
90726,4.715
90727,4.705
90728,4.73
90729,4.765
90730,4.77
90731,4.745
90732,4.735
90733,4.75
90734,4.755
90735,4.76
90736,4.76
90737,4.78
90738,4.805
90739,4.805
90740,4.805
90741,4.815
90742,4.855
90743,4.88
90744,4.895
90745,4.89
90746,4.89
90747,4.885
90748,4.885
90749,4.91
90750,4.93
90751,4.95
90752,4.94
90753,4.925
90754,4.95
90755,4.94
90756,4.95
90757,4.945
90758,4.945
90759,4.945
90760,4.925
90761,4.89
90762,4.885
90763,4.89
90764,4.905
90765,4.885
90766,4.855
90767,4.87
90768,4.88
90769,4.87
90770,4.86
90771,4.85
90772,4.85
90773,4.85
90774,4.845
90775,4.85
90776,4.865
90777,4.865
90778,4.85
90779,4.855
90780,4.87
90781,4.845
90782,4.835
90783,4.84
90784,4.84
90785,4.83
90786,4.835
90787,4.845
90788,4.85
90789,4.85
90790,4.83
90791,4.835
90792,4.835
90793,4.83
90794,4.82
90795,4.82
90796,4.83
90797,4.815
90798,4.815
90799,4.81
90800,4.82
90801,4.835
90802,4.825
90803,4.815
90804,4.825
90805,4.815
90806,4.815
90807,4.8
90808,4.81
90809,4.815
90810,4.815
90811,4.79
90812,4.805
90813,4.8
90814,4.805
90815,4.8
90816,4.805
90817,4.8
90818,4.8
90819,4.78
90820,4.78
90821,4.8
90822,4.79
90823,4.775
90824,4.785
90825,4.79
90826,4.795
90827,4.775
90828,4.77
90829,4.785
90830,4.79
90831,4.78
90832,4.77
90833,4.775
90834,4.78
90835,4.78
90836,4.77
90837,4.78
90838,4.78
90839,4.775
90840,4.76
90841,4.765
90842,4.77
90843,4.78
90844,4.77
90845,4.77
90846,4.775
90847,4.775
90848,4.77
90849,4.77
90850,4.775
90851,4.775
90852,4.765
90853,4.765
90854,4.78
90855,4.785
90856,4.775
90857,4.77
90858,4.77
90859,4.775
90860,4.775
90861,4.765
90862,4.78
90863,4.78
90864,4.765
90865,4.765
90866,4.775
90867,4.785
90868,4.795
90869,4.79
90870,4.8
90871,4.825
90872,4.86
90873,4.895
90874,5.045
90875,5.13
90876,5.755
90877,5.595
90878,5.265
90879,5.175
90880,5.195
90881,5.205
90882,5.215
90883,5.25
90884,5.275
90885,5.28
90886,5.265
90887,5.265
90888,5.26
90889,5.26
90890,5.24
90891,5.215
90892,5.205
90893,5.17
90894,5.075
90895,4.98
90896,4.93
90897,4.855
90898,4.73
90899,4.61
90900,4.575
90901,4.585
90902,4.61
90903,4.62
90904,4.61
90905,4.595
90906,4.56
90907,4.55
90908,4.565
90909,4.605
90910,4.605
90911,4.615
90912,4.63
90913,4.635
90914,4.645
90915,4.63
90916,4.625
90917,4.625
90918,4.615
90919,4.6
90920,4.625
90921,4.645
90922,4.65
90923,4.645
90924,4.66
90925,4.67
90926,4.675
90927,4.665
90928,4.655
90929,4.67
90930,4.675
90931,4.66
90932,4.66
90933,4.66
90934,4.66
90935,4.66
90936,4.65
90937,4.64
90938,4.66
90939,4.65
90940,4.65
90941,4.64
90942,4.655
90943,4.655
90944,4.645
90945,4.64
90946,4.64
90947,4.655
90948,4.645
90949,4.66
90950,4.67
90951,4.705
90952,4.7
90953,4.705
90954,4.725
90955,4.745
90956,4.765
90957,4.76
90958,4.79
90959,4.81
90960,4.815
90961,4.82
90962,4.835
90963,4.855
90964,4.87
90965,4.865
90966,4.87
90967,4.885
90968,4.89
90969,4.875
90970,4.88
90971,4.88
90972,4.9
90973,4.895
90974,4.895
90975,4.905
90976,4.91
90977,4.915
90978,4.895
90979,4.905
90980,4.9
90981,4.885
90982,4.865
90983,4.87
90984,4.875
90985,4.86
90986,4.85
90987,4.855
90988,4.855
90989,4.84
90990,4.83
90991,4.83
90992,4.825
90993,4.83
90994,4.82
90995,4.82
90996,4.825
90997,4.815
90998,4.8
90999,4.805
91000,4.815
91001,4.825
91002,4.8
91003,4.8
91004,4.815
91005,4.815
91006,4.81
91007,4.805
91008,4.81
91009,4.815
91010,4.81
91011,4.785
91012,4.795
91013,4.815
91014,4.805
91015,4.785
91016,4.785
91017,4.785
91018,4.79
91019,4.79
91020,4.785
91021,4.78
91022,4.79
91023,4.78
91024,4.76
91025,4.765
91026,4.77
91027,4.77
91028,4.75
91029,4.765
91030,4.77
91031,4.76
91032,4.76
91033,4.76
91034,4.765
91035,4.76
91036,4.745
91037,4.755
91038,4.765
91039,4.755
91040,4.75
91041,4.755
91042,4.755
91043,4.755
91044,4.75
91045,4.76
91046,4.775
91047,4.77
91048,4.76
91049,4.75
91050,4.755
91051,4.765
91052,4.75
91053,4.74
91054,4.75
91055,4.76
91056,4.755
91057,4.745
91058,4.755
91059,4.755
91060,4.755
91061,4.745
91062,4.745
91063,4.75
91064,4.755
91065,4.755
91066,4.75
91067,4.765
91068,4.77
91069,4.755
91070,4.755
91071,4.75
91072,4.765
91073,4.755
91074,4.76
91075,4.765
91076,4.765
91077,4.775
91078,4.765
91079,4.785
91080,4.79
91081,4.775
91082,4.76
91083,4.79
91084,4.8
91085,4.8
91086,4.785
91087,4.815
91088,4.83
91089,4.86
91090,4.92
91091,5.05
91092,5.38
91093,5.76
91094,5.66
91095,5.3
91096,5.185
91097,5.2
91098,5.2
91099,5.18
91100,5.185
91101,5.21
91102,5.21
91103,5.205
91104,5.185
91105,5.19
91106,5.185
91107,5.155
91108,5.13
91109,5.1
91110,5.015
91111,4.94
91112,4.86
91113,4.79
91114,4.705
91115,4.575
91116,4.515
91117,4.55
91118,4.61
91119,4.64
91120,4.64
91121,4.655
91122,4.65
91123,4.645
91124,4.66
91125,4.67
91126,4.745
91127,4.755
91128,4.735
91129,4.72
91130,4.72
91131,4.7
91132,4.685
91133,4.71
91134,4.725
91135,4.725
91136,4.725
91137,4.725
91138,4.74
91139,4.745
91140,4.74
91141,4.74
91142,4.74
91143,4.745
91144,4.735
91145,4.725
91146,4.74
91147,4.745
91148,4.74
91149,4.725
91150,4.73
91151,4.73
91152,4.725
91153,4.71
91154,4.73
91155,4.74
91156,4.73
91157,4.725
91158,4.73
91159,4.75
91160,4.74
91161,4.735
91162,4.75
91163,4.755
91164,4.75
91165,4.755
91166,4.75
91167,4.785
91168,4.79
91169,4.795
91170,4.805
91171,4.83
91172,4.835
91173,4.835
91174,4.845
91175,4.855
91176,4.875
91177,4.875
91178,4.875
91179,4.91
91180,4.91
91181,4.91
91182,4.91
91183,4.93
91184,4.945
91185,4.935
91186,4.925
91187,4.935
91188,4.945
91189,4.935
91190,4.93
91191,4.925
91192,4.95
91193,4.955
91194,4.94
91195,4.93
91196,4.93
91197,4.93
91198,4.93
91199,4.93
91200,4.94
91201,4.92
91202,4.895
91203,4.9
91204,4.895
91205,4.9
91206,4.89
91207,4.865
91208,4.86
91209,4.855
91210,4.84
91211,4.825
91212,4.835
91213,4.835
91214,4.83
91215,4.825
91216,4.825
91217,4.83
91218,4.83
91219,4.815
91220,4.815
91221,4.83
91222,4.815
91223,4.8
91224,4.785
91225,4.79
91226,4.8
91227,4.785
91228,4.775
91229,4.785
91230,4.785
91231,4.775
91232,4.765
91233,4.77
91234,4.765
91235,4.755
91236,4.74
91237,4.74
91238,4.735
91239,4.725
91240,4.725
91241,4.73
91242,4.725
91243,4.72
91244,4.71
91245,4.705
91246,4.725
91247,4.725
91248,4.715
91249,4.715
91250,4.72
91251,4.725
91252,4.715
91253,4.705
91254,4.71
91255,4.715
91256,4.715
91257,4.7
91258,4.705
91259,4.71
91260,4.7
91261,4.71
91262,4.715
91263,4.705
91264,4.7
91265,4.695
91266,4.695
91267,4.705
91268,4.715
91269,4.695
91270,4.7
91271,4.72
91272,4.715
91273,4.7
91274,4.69
91275,4.695
91276,4.715
91277,4.72
91278,4.705
91279,4.715
91280,4.72
91281,4.71
91282,4.695
91283,4.695
91284,4.7
91285,4.7
91286,4.71
91287,4.705
91288,4.715
91289,4.705
91290,4.7
91291,4.71
91292,4.735
91293,4.745
91294,4.74
91295,4.75
91296,4.765
91297,4.775
91298,4.795
91299,4.87
91300,4.915
91301,5.46
91302,5.725
91303,5.465
91304,5.185
91305,5.145
91306,5.17
91307,5.175
91308,5.18
91309,5.195
91310,5.195
91311,5.18
91312,5.18
91313,5.185
91314,5.18
91315,5.18
91316,5.19
91317,5.175
91318,5.125
91319,5.03
91320,4.935
91321,4.895
91322,4.79
91323,4.665
91324,4.645
91325,4.655
91326,4.715
91327,4.67
91328,4.615
91329,4.595
91330,4.57
91331,4.565
91332,4.585
91333,4.59
91334,4.595
91335,4.59
91336,4.58
91337,4.605
91338,4.62
91339,4.595
91340,4.58
91341,4.585
91342,4.605
91343,4.61
91344,4.595
91345,4.61
91346,4.62
91347,4.63
91348,4.605
91349,4.6
91350,4.605
91351,4.64
91352,4.635
91353,4.63
91354,4.635
91355,4.65
91356,4.64
91357,4.62
91358,4.61
91359,4.62
91360,4.605
91361,4.62
91362,4.64
91363,4.65
91364,4.63
91365,4.615
91366,4.625
91367,4.64
91368,4.66
91369,4.675
91370,4.68
91371,4.685
91372,4.695
91373,4.69
91374,4.7
91375,4.705
91376,4.73
91377,4.735
91378,4.725
91379,4.755
91380,4.77
91381,4.785
91382,4.8
91383,4.81
91384,4.825
91385,4.82
91386,4.82
91387,4.83
91388,4.845
91389,4.865
91390,4.865
91391,4.86
91392,4.86
91393,4.855
91394,4.845
91395,4.825
91396,4.845
91397,4.86
91398,4.85
91399,4.845
91400,4.84
91401,4.815
91402,4.785
91403,4.785
91404,4.8
91405,4.795
91406,4.785
91407,4.78
91408,4.79
91409,4.795
91410,4.77
91411,4.745
91412,4.75
91413,4.76
91414,4.745
91415,4.745
91416,4.76
91417,4.76
91418,4.745
91419,4.715
91420,4.73
91421,4.755
91422,4.755
91423,4.745
91424,4.75
91425,4.75
91426,4.76
91427,4.745
91428,4.72
91429,4.71
91430,4.73
91431,4.735
91432,4.725
91433,4.74
91434,4.75
91435,4.725
91436,4.7
91437,4.72
91438,4.73
91439,4.73
91440,4.705
91441,4.72
91442,4.74
91443,4.735
91444,4.74
91445,4.765
91446,4.78
91447,4.775
91448,4.75
91449,4.76
91450,4.765
91451,4.735
91452,4.7
91453,4.685
91454,4.7
91455,4.71
91456,4.685
91457,4.665
91458,4.7
91459,4.7
91460,4.68
91461,4.66
91462,4.655
91463,4.66
91464,4.655
91465,4.665
91466,4.665
91467,4.675
91468,4.66
91469,4.635
91470,4.655
91471,4.685
91472,4.685
91473,4.68
91474,4.675
91475,4.67
91476,4.685
91477,4.685
91478,4.665
91479,4.65
91480,4.66
91481,4.685
91482,4.69
91483,4.705
91484,4.7
91485,4.69
91486,4.67
91487,4.68
91488,4.695
91489,4.7
91490,4.685
91491,4.67
91492,4.68
91493,4.685
91494,4.69
91495,4.695
91496,4.71
91497,4.71
91498,4.715
91499,4.745
91500,4.765
91501,4.905
91502,5.215
91503,5.66
91504,5.645
91505,5.265
91506,5.1
91507,5.115
91508,5.15
91509,5.175
91510,5.195
91511,5.2
91512,5.22
91513,5.21
91514,5.17
91515,5.15
91516,5.16
91517,5.15
91518,5.14
91519,5.1
91520,5.06
91521,4.98
91522,4.875
91523,4.79
91524,4.67
91525,4.625
91526,4.43
91527,4.425
91528,4.47
91529,4.515
91530,4.495
91531,4.455
91532,4.44
91533,4.45
91534,4.485
91535,4.5
91536,4.51
91537,4.52
91538,4.545
91539,4.57
91540,4.57
91541,4.575
91542,4.58
91543,4.565
91544,4.54
91545,4.56
91546,4.6
91547,4.595
91548,4.59
91549,4.605
91550,4.61
91551,4.625
91552,4.615
91553,4.61
91554,4.625
91555,4.63
91556,4.615
91557,4.615
91558,4.62
91559,4.625
91560,4.615
91561,4.6
91562,4.615
91563,4.62
91564,4.615
91565,4.62
91566,4.62
91567,4.63
91568,4.635
91569,4.62
91570,4.635
91571,4.655
91572,4.66
91573,4.655
91574,4.67
91575,4.675
91576,4.705
91577,4.71
91578,4.705
91579,4.735
91580,4.76
91581,4.76
91582,4.755
91583,4.795
91584,4.81
91585,4.82
91586,4.82
91587,4.84
91588,4.855
91589,4.85
91590,4.84
91591,4.86
91592,4.875
91593,4.875
91594,4.845
91595,4.865
91596,4.87
91597,4.87
91598,4.845
91599,4.845
91600,4.85
91601,4.845
91602,4.835
91603,4.81
91604,4.815
91605,4.82
91606,4.805
91607,4.795
91608,4.8
91609,4.805
91610,4.795
91611,4.78
91612,4.785
91613,4.785
91614,4.805
91615,4.78
91616,4.79
91617,4.79
91618,4.79
91619,4.795
91620,4.795
91621,4.79
91622,4.795
91623,4.795
91624,4.785
91625,4.78
91626,4.8
91627,4.795
91628,4.79
91629,4.795
91630,4.795
91631,4.785
91632,4.775
91633,4.78
91634,4.785
91635,4.775
91636,4.755
91637,4.765
91638,4.775
91639,4.78
91640,4.77
91641,4.77
91642,4.77
91643,4.765
91644,4.76
91645,4.765
91646,4.765
91647,4.765
91648,4.765
91649,4.765
91650,4.775
91651,4.79
91652,4.78
91653,4.755
91654,4.765
91655,4.76
91656,4.755
91657,4.74
91658,4.755
91659,4.76
91660,4.725
91661,4.71
91662,4.705
91663,4.72
91664,4.71
91665,4.7
91666,4.7
91667,4.71
91668,4.72
91669,4.71
91670,4.705
91671,4.715
91672,4.72
91673,4.7
91674,4.695
91675,4.7
91676,4.705
91677,4.69
91678,4.695
91679,4.71
91680,4.72
91681,4.71
91682,4.71
91683,4.72
91684,4.73
91685,4.715
91686,4.71
91687,4.72
91688,4.735
91689,4.735
91690,4.72
91691,4.725
91692,4.74
91693,4.74
91694,4.735
91695,4.74
91696,4.75
91697,4.765
91698,4.775
91699,4.83
91700,4.855
91701,5.26
91702,5.745
91703,5.75
91704,5.35
91705,5.155
91706,5.155
91707,5.19
91708,5.21
91709,5.245
91710,5.26
91711,5.27
91712,5.275
91713,5.28
91714,5.27
91715,5.285
91716,5.295
91717,5.285
91718,5.275
91719,5.245
91720,5.175
91721,5.085
91722,5.025
91723,4.94
91724,4.81
91725,4.77
91726,4.655
91727,4.655
91728,4.68
91729,4.71
91730,4.7
91731,4.66
91732,4.615
91733,4.605
91734,4.605
91735,4.62
91736,4.615
91737,4.625
91738,4.62
91739,4.635
91740,4.635
91741,4.63
91742,4.63
91743,4.62
91744,4.605
91745,4.63
91746,4.65
91747,4.655
91748,4.635
91749,4.635
91750,4.65
91751,4.675
91752,4.66
91753,4.655
91754,4.67
91755,4.665
91756,4.655
91757,4.645
91758,4.655
91759,4.655
91760,4.65
91761,4.645
91762,4.645
91763,4.655
91764,4.65
91765,4.64
91766,4.66
91767,4.665
91768,4.66
91769,4.65
91770,4.655
91771,4.675
91772,4.675
91773,4.68
91774,4.695
91775,4.7
91776,4.725
91777,4.725
91778,4.745
91779,4.76
91780,4.79
91781,4.805
91782,4.8
91783,4.82
91784,4.845
91785,4.855
91786,4.865
91787,4.875
91788,4.895
91789,4.9
91790,4.9
91791,4.9
91792,4.915
91793,4.92
91794,4.915
91795,4.91
91796,4.92
91797,4.915
91798,4.895
91799,4.89
91800,4.895
91801,4.9
91802,4.87
91803,4.855
91804,4.88
91805,4.875
91806,4.86
91807,4.86
91808,4.865
91809,4.86
91810,4.86
91811,4.85
91812,4.865
91813,4.855
91814,4.845
91815,4.835
91816,4.845
91817,4.85
91818,4.855
91819,4.845
91820,4.845
91821,4.86
91822,4.85
91823,4.845
91824,4.85
91825,4.845
91826,4.865
91827,4.85
91828,4.84
91829,4.855
91830,4.855
91831,4.845
91832,4.845
91833,4.85
91834,4.855
91835,4.845
91836,4.83
91837,4.83
91838,4.84
91839,4.84
91840,4.82
91841,4.83
91842,4.835
91843,4.845
91844,4.82
91845,4.815
91846,4.835
91847,4.83
91848,4.82
91849,4.81
91850,4.82
91851,4.83
91852,4.82
91853,4.815
91854,4.82
91855,4.82
91856,4.825
91857,4.82
91858,4.815
91859,4.825
91860,4.82
91861,4.81
91862,4.805
91863,4.81
91864,4.82
91865,4.81
91866,4.81
91867,4.825
91868,4.82
91869,4.8
91870,4.81
91871,4.82
91872,4.825
91873,4.81
91874,4.8
91875,4.805
91876,4.82
91877,4.805
91878,4.79
91879,4.8
91880,4.81
91881,4.81
91882,4.815
91883,4.835
91884,4.845
91885,4.845
91886,4.84
91887,4.85
91888,4.87
91889,4.875
91890,4.87
91891,4.855
91892,4.86
91893,4.87
91894,4.865
91895,4.86
91896,4.86
91897,4.87
91898,4.84
91899,4.835
91900,4.84
91901,4.865
91902,4.86
91903,4.875
91904,4.92
91905,4.98
91906,5.145
91907,5.57
91908,5.87
91909,5.615
91910,5.3
91911,5.24
91912,5.275
91913,5.29
91914,5.295
91915,5.29
91916,5.325
91917,5.345
91918,5.345
91919,5.355
91920,5.405
91921,5.455
91922,5.47
91923,5.455
91924,5.42
91925,5.41
91926,5.345
91927,5.25
91928,5.175
91929,5.095
91930,4.965
91931,4.84
91932,4.77
91933,4.805
91934,4.815
91935,4.83
91936,4.8
91937,4.775
91938,4.76
91939,4.73
91940,4.72
91941,4.745
91942,4.77
91943,4.78
91944,4.745
91945,4.72
91946,4.715
91947,4.71
91948,4.705
91949,4.705
91950,4.71
91951,4.725
91952,4.72
91953,4.715
91954,4.74
91955,4.75
91956,4.755
91957,4.74
91958,4.76
91959,4.765
91960,4.76
91961,4.76
91962,4.765
