,value
117151,4.93
117152,4.91
117153,4.91
117154,4.91
117155,4.91
117156,4.93
117157,4.92
117158,4.915
117159,4.9
117160,4.905
117161,4.915
117162,4.94
117163,4.935
117164,4.915
117165,4.9
117166,4.89
117167,4.9
117168,4.915
117169,4.92
117170,4.915
117171,4.9
117172,4.905
117173,4.935
117174,4.935
117175,4.935
117176,4.92
117177,4.915
117178,4.905
117179,4.925
117180,4.955
117181,4.96
117182,4.93
117183,4.91
117184,4.915
117185,4.925
117186,4.94
117187,4.945
117188,4.93
117189,4.92
117190,4.925
117191,4.92
117192,4.94
117193,4.94
117194,4.935
117195,4.915
117196,4.92
117197,4.93
117198,4.935
117199,4.94
117200,4.91
117201,4.905
117202,4.925
117203,4.945
117204,4.935
117205,4.94
117206,4.915
117207,4.915
117208,4.925
117209,4.94
117210,4.945
117211,4.94
117212,4.92
117213,4.915
117214,4.92
117215,4.945
117216,4.965
117217,4.97
117218,4.95
117219,4.95
117220,4.955
117221,4.97
117222,5.01
117223,5.015
117224,4.995
117225,4.985
117226,4.98
117227,5.01
117228,5.015
117229,5.03
117230,5.035
117231,5.035
117232,5.075
117233,5.09
117234,5.09
117235,5.115
117236,5.11
117237,5.1
117238,5.11
117239,5.125
117240,5.145
117241,5.135
117242,5.145
117243,5.155
117244,5.145
117245,5.145
117246,5.145
117247,5.11
117248,5.08
117249,5.03
117250,5.01
117251,4.98
117252,4.945
117253,4.925
117254,4.875
117255,4.845
117256,4.855
117257,4.87
117258,4.885
117259,4.89
117260,4.87
117261,4.855
117262,4.865
117263,4.875
117264,4.895
117265,4.9
117266,4.865
117267,4.86
117268,4.875
117269,4.895
117270,4.89
117271,4.9
117272,4.88
117273,4.87
117274,4.875
117275,4.885
117276,4.89
117277,4.885
117278,4.865
117279,4.86
117280,4.875
117281,4.875
117282,4.88
117283,4.865
117284,4.865
117285,4.865
117286,4.875
117287,4.885
117288,4.89
117289,4.89
117290,4.885
117291,4.86
117292,4.865
117293,4.86
117294,4.86
117295,4.86
117296,4.86
117297,4.895
117298,4.975
117299,5.065
117300,5.175
117301,5.3
117302,5.385
117303,5.41
117304,5.385
117305,5.37
117306,5.41
117307,5.45
117308,5.47
117309,5.485
117310,5.5
117311,5.51
117312,5.54
117313,5.575
117314,5.595
117315,5.58
117316,5.56
117317,5.53
117318,5.445
117319,5.31
117320,5.155
117321,5.015
117322,4.91
117323,4.82
117324,4.735
117325,4.62
117326,4.505
117327,4.455
117328,4.445
117329,4.505
117330,4.56
117331,4.6
117332,4.62
117333,4.62
117334,4.65
117335,4.69
117336,4.735
117337,4.755
117338,4.76
117339,4.745
117340,4.76
117341,4.765
117342,4.775
117343,4.765
117344,4.77
117345,4.76
117346,4.76
117347,4.77
117348,4.77
117349,4.77
117350,4.76
117351,4.755
117352,4.745
117353,4.755
117354,4.76
117355,4.765
117356,4.76
117357,4.74
117358,4.75
117359,4.76
117360,4.765
117361,4.765
117362,4.755
117363,4.73
117364,4.725
117365,4.75
117366,4.765
117367,4.745
117368,4.735
117369,4.725
117370,4.73
117371,4.735
117372,4.76
117373,4.765
117374,4.745
117375,4.725
117376,4.735
117377,4.75
117378,4.755
117379,4.755
117380,4.76
117381,4.74
117382,4.74
117383,4.745
117384,4.75
117385,4.755
117386,4.75
117387,4.735
117388,4.745
117389,4.77
117390,4.775
117391,4.79
117392,4.77
117393,4.77
117394,4.775
117395,4.77
117396,4.78
117397,4.795
117398,4.78
117399,4.77
117400,4.795
117401,4.8
117402,4.815
117403,4.82
117404,4.82
117405,4.81
117406,4.82
117407,4.815
117408,4.83
117409,4.825
117410,4.82
117411,4.835
117412,4.84
117413,4.85
117414,4.85
117415,4.865
117416,4.865
117417,4.875
117418,4.87
117419,4.885
117420,4.875
117421,4.88
117422,4.875
117423,4.87
117424,4.89
117425,4.885
117426,4.895
117427,4.905
117428,4.895
117429,4.895
117430,4.885
117431,4.9
117432,4.915
117433,4.91
117434,4.9
117435,4.89
117436,4.89
117437,4.9
117438,4.925
117439,4.92
117440,4.905
117441,4.885
117442,4.9
117443,4.91
117444,4.92
117445,4.92
117446,4.9
117447,4.9
117448,4.885
117449,4.895
117450,4.885
117451,4.895
117452,4.885
117453,4.865
117454,4.88
117455,4.905
117456,4.91
117457,4.905
117458,4.885
117459,4.87
117460,4.875
117461,4.89
117462,4.89
117463,4.885
117464,4.87
117465,4.87
117466,4.88
117467,4.885
117468,4.885
117469,4.87
117470,4.875
117471,4.85
117472,4.855
117473,4.85
117474,4.855
117475,4.855
117476,4.84
117477,4.84
117478,4.85
117479,4.845
117480,4.84
117481,4.835
117482,4.83
117483,4.815
117484,4.81
117485,4.82
117486,4.82
117487,4.815
117488,4.785
117489,4.78
117490,4.795
117491,4.79
117492,4.805
117493,4.79
117494,4.78
117495,4.755
117496,4.755
117497,4.765
117498,4.765
117499,4.76
117500,4.745
117501,4.735
117502,4.73
117503,4.75
117504,4.765
117505,4.78
117506,4.775
117507,4.77
117508,4.785
117509,4.78
117510,4.79
117511,4.775
117512,4.765
117513,4.76
117514,4.76
117515,4.77
117516,4.78
117517,4.765
117518,4.76
117519,4.765
117520,4.78
117521,4.795
117522,4.8
117523,4.825
117524,4.825
117525,4.825
117526,4.825
117527,4.845
117528,4.83
117529,4.795
117530,4.765
117531,4.76
117532,4.78
117533,4.79
117534,4.8
117535,4.81
117536,4.8
117537,4.775
117538,4.775
117539,4.785
117540,4.81
117541,4.81
117542,4.775
117543,4.755
117544,4.775
117545,4.805
117546,4.81
117547,4.795
117548,4.78
117549,4.775
117550,4.79
117551,4.81
117552,4.835
117553,4.83
117554,4.82
117555,4.82
117556,4.84
117557,4.855
117558,4.85
117559,4.85
117560,4.815
117561,4.815
117562,4.815
117563,4.83
117564,4.845
117565,4.855
117566,4.83
117567,4.785
117568,4.8
117569,4.82
117570,4.845
117571,4.865
117572,4.865
117573,4.84
117574,4.835
117575,4.865
117576,4.875
117577,4.87
117578,4.85
117579,4.84
117580,4.84
117581,4.85
117582,4.87
117583,4.865
117584,4.855
117585,4.83
117586,4.8
117587,4.805
117588,4.82
117589,4.85
117590,4.86
117591,4.855
117592,4.825
117593,4.795
117594,4.79
117595,4.8
117596,4.825
117597,4.825
117598,4.85
117599,4.86
117600,4.885
117601,4.875
117602,4.85
117603,4.85
117604,4.85
117605,4.855
117606,4.84
117607,4.825
117608,4.825
117609,4.83
117610,4.845
117611,4.87
117612,4.87
117613,4.855
117614,4.83
117615,4.835
117616,4.84
117617,4.855
117618,4.855
117619,4.845
117620,4.8
117621,4.765
117622,4.78
117623,4.8
117624,4.835
117625,4.85
117626,4.865
117627,4.84
117628,4.845
117629,4.845
117630,4.855
117631,4.875
117632,4.885
117633,4.895
117634,4.895
117635,4.9
117636,4.915
117637,4.915
117638,4.93
117639,4.955
117640,4.975
117641,5.01
117642,5.015
117643,4.98
117644,4.965
117645,4.96
117646,4.975
117647,5.005
117648,5.035
117649,5.035
117650,5.04
117651,5.005
117652,5.035
117653,5.06
117654,5.05
117655,5.0
117656,4.935
117657,4.905
117658,4.865
117659,4.84
117660,4.79
117661,4.775
117662,4.75
117663,4.75
117664,4.75
117665,4.765
117666,4.77
117667,4.77
117668,4.77
117669,4.775
117670,4.795
117671,4.815
117672,4.815
117673,4.795
117674,4.78
117675,4.775
117676,4.775
117677,4.765
117678,4.755
117679,4.76
117680,4.765
117681,4.765
117682,4.745
117683,4.75
117684,4.77
117685,4.77
117686,4.78
117687,4.8
117688,4.815
117689,4.85
117690,4.86
117691,4.845
117692,4.805
117693,4.8
117694,4.81
117695,4.825
117696,4.82
117697,4.815
117698,4.825
117699,4.855
117700,4.945
117701,5.07
117702,5.195
117703,5.33
117704,5.44
117705,5.445
117706,5.42
117707,5.445
117708,5.515
117709,5.57
117710,5.58
117711,5.57
117712,5.59
117713,5.64
117714,5.695
117715,5.685
117716,5.65
117717,5.575
117718,5.465
117719,5.31
117720,5.14
117721,4.965
117722,4.8
117723,4.65
117724,4.515
117725,4.4
117726,4.355
117727,4.405
117728,4.47
117729,4.5
117730,4.535
117731,4.575
117732,4.595
117733,4.63
117734,4.65
117735,4.675
117736,4.71
117737,4.715
117738,4.735
117739,4.725
117740,4.705
117741,4.7
117742,4.7
117743,4.705
117744,4.7
117745,4.685
117746,4.69
117747,4.68
117748,4.685
117749,4.675
117750,4.675
117751,4.695
117752,4.69
117753,4.68
117754,4.68
117755,4.685
117756,4.67
117757,4.68
117758,4.67
117759,4.68
117760,4.685
117761,4.685
117762,4.705
117763,4.715
117764,4.705
117765,4.665
117766,4.655
117767,4.655
117768,4.665
117769,4.68
117770,4.67
117771,4.67
117772,4.68
117773,4.695
117774,4.695
117775,4.695
117776,4.7
117777,4.675
117778,4.665
117779,4.675
117780,4.7
117781,4.705
117782,4.71
117783,4.7
117784,4.69
117785,4.695
117786,4.7
117787,4.715
117788,4.715
117789,4.69
117790,4.69
117791,4.69
117792,4.71
117793,4.735
117794,4.755
117795,4.735
117796,4.73
117797,4.725
117798,4.74
117799,4.75
117800,4.77
117801,4.76
117802,4.765
117803,4.77
117804,4.79
117805,4.785
117806,4.795
117807,4.78
117808,4.785
117809,4.78
117810,4.8
117811,4.81
117812,4.81
117813,4.81
117814,4.81
117815,4.83
117816,4.835
117817,4.84
117818,4.85
117819,4.835
117820,4.84
117821,4.855
117822,4.865
117823,4.865
117824,4.865
117825,4.86
117826,4.87
117827,4.86
117828,4.855
117829,4.86
117830,4.85
117831,4.84
117832,4.84
117833,4.835
117834,4.855
117835,4.855
117836,4.86
117837,4.865
117838,4.89
117839,4.905
117840,4.915
117841,4.895
117842,4.88
117843,4.86
117844,4.85
117845,4.855
117846,4.875
117847,4.89
117848,4.88
117849,4.87
117850,4.87
117851,4.875
117852,4.865
117853,4.87
117854,4.855
117855,4.85
117856,4.855
117857,4.855
117858,4.86
117859,4.85
117860,4.85
117861,4.84
117862,4.845
117863,4.845
117864,4.87
117865,4.85
117866,4.83
117867,4.815
117868,4.815
117869,4.83
117870,4.825
117871,4.805
117872,4.805
117873,4.805
117874,4.83
117875,4.825
117876,4.815
117877,4.8
117878,4.795
117879,4.8
117880,4.8
117881,4.805
117882,4.805
117883,4.8
117884,4.77
117885,4.765
117886,4.775
117887,4.76
117888,4.755
117889,4.75
117890,4.77
117891,4.745
117892,4.74
117893,4.76
117894,4.765
117895,4.76
117896,4.75
117897,4.74
117898,4.755
117899,4.78
117900,4.78
117901,4.77
117902,4.765
117903,4.75
117904,4.755
117905,4.775
117906,4.79
117907,4.775
117908,4.75
117909,4.745
117910,4.775
117911,4.795
117912,4.795
117913,4.8
117914,4.795
117915,4.785
117916,4.79
117917,4.795
117918,4.79
117919,4.785
117920,4.785
117921,4.79
117922,4.805
117923,4.805
117924,4.8
117925,4.815
117926,4.8
117927,4.815
117928,4.82
117929,4.83
117930,4.835
117931,4.825
117932,4.81
117933,4.79
117934,4.805
117935,4.805
117936,4.81
117937,4.815
117938,4.825
117939,4.82
117940,4.83
117941,4.83
117942,4.835
117943,4.83
117944,4.84
117945,4.83
117946,4.84
117947,4.85
117948,4.84
117949,4.84
117950,4.83
117951,4.825
117952,4.83
117953,4.835
117954,4.835
117955,4.835
117956,4.82
117957,4.835
117958,4.85
117959,4.86
117960,4.85
117961,4.85
117962,4.84
117963,4.82
117964,4.83
117965,4.845
117966,4.84
117967,4.835
117968,4.83
117969,4.82
117970,4.815
117971,4.835
117972,4.845
117973,4.855
117974,4.855
117975,4.84
117976,4.84
117977,4.84
117978,4.83
117979,4.825
117980,4.835
117981,4.84
117982,4.875
117983,4.875
117984,4.87
117985,4.84
117986,4.825
117987,4.835
117988,4.86
117989,4.89
117990,4.9
117991,4.89
117992,4.885
117993,4.865
117994,4.85
117995,4.86
117996,4.87
117997,4.875
117998,4.875
117999,4.865
118000,4.865
118001,4.85
118002,4.86
118003,4.865
118004,4.86
118005,4.835
118006,4.85
118007,4.86
118008,4.875
118009,4.875
118010,4.885
118011,4.88
118012,4.88
118013,4.9
118014,4.895
118015,4.885
118016,4.89
118017,4.89
118018,4.935
118019,4.97
118020,5.01
118021,5.015
118022,5.005
118023,5.0
118024,5.0
118025,5.01
118026,5.03
118027,5.06
118028,5.07
118029,5.06
118030,5.06
118031,5.055
118032,5.055
118033,5.04
118034,4.99
118035,4.94
118036,4.91
118037,4.875
118038,4.845
118039,4.81
118040,4.77
118041,4.745
118042,4.75
118043,4.765
118044,4.775
118045,4.775
118046,4.77
118047,4.765
118048,4.77
118049,4.78
118050,4.775
118051,4.78
118052,4.775
118053,4.76
118054,4.77
118055,4.78
118056,4.795
118057,4.79
118058,4.785
118059,4.775
118060,4.77
118061,4.785
118062,4.795
118063,4.8
118064,4.8
118065,4.8
118066,4.79
118067,4.79
118068,4.79
118069,4.78
118070,4.77
118071,4.77
118072,4.77
118073,4.785
118074,4.8
118075,4.785
118076,4.79
118077,4.76
118078,4.765
118079,4.77
118080,4.77
118081,4.82
118082,4.88
118083,4.98
118084,5.11
118085,5.245
118086,5.34
118087,5.36
118088,5.32
118089,5.325
118090,5.37
118091,5.435
118092,5.46
118093,5.49
118094,5.505
118095,5.515
118096,5.55
118097,5.58
118098,5.565
118099,5.555
118100,5.495
118101,5.385
118102,5.245
118103,5.105
118104,4.98
118105,4.86
118106,4.735
118107,4.58
118108,4.44
118109,4.34
118110,4.305
118111,4.325
118112,4.39
118113,4.435
118114,4.46
118115,4.495
118116,4.525
118117,4.575
118118,4.615
118119,4.625
118120,4.65
118121,4.665
118122,4.66
118123,4.66
118124,4.64
118125,4.65
118126,4.655
118127,4.66
118128,4.665
118129,4.67
118130,4.645
118131,4.635
118132,4.63
118133,4.64
118134,4.64
118135,4.66
118136,4.655
118137,4.655
118138,4.655
118139,4.645
118140,4.65
118141,4.64
118142,4.635
118143,4.625
118144,4.635
118145,4.645
118146,4.645
118147,4.64
118148,4.625
118149,4.615
118150,4.625
118151,4.63
118152,4.64
118153,4.63
118154,4.615
118155,4.595
118156,4.59
118157,4.595
118158,4.635
118159,4.66
118160,4.655
118161,4.645
118162,4.63
118163,4.635
118164,4.635
118165,4.635
118166,4.63
118167,4.625
118168,4.63
118169,4.635
118170,4.635
118171,4.645
118172,4.645
118173,4.63
118174,4.64
118175,4.655
118176,4.65
118177,4.65
118178,4.64
118179,4.645
118180,4.64
118181,4.665
118182,4.665
118183,4.66
118184,4.675
118185,4.675
118186,4.675
118187,4.69
118188,4.7
118189,4.71
118190,4.705
118191,4.7
118192,4.695
118193,4.73
118194,4.735
118195,4.735
118196,4.73
118197,4.725
118198,4.735
118199,4.735
118200,4.755
118201,4.755
118202,4.76
118203,4.76
118204,4.76
118205,4.765
118206,4.785
118207,4.79
118208,4.78
118209,4.765
118210,4.775
118211,4.765
118212,4.795
118213,4.795
118214,4.79
118215,4.775
118216,4.77
118217,4.78
118218,4.78
118219,4.785
118220,4.775
118221,4.755
118222,4.755
118223,4.76
118224,4.775
118225,4.77
118226,4.755
118227,4.74
118228,4.75
118229,4.76
118230,4.755
118231,4.735
118232,4.73
118233,4.73
118234,4.735
118235,4.74
118236,4.74
118237,4.73
118238,4.72
118239,4.725
118240,4.735
118241,4.735
118242,4.735
118243,4.74
118244,4.72
118245,4.7
118246,4.71
118247,4.71
118248,4.71
118249,4.715
118250,4.715
118251,4.715
118252,4.71
118253,4.71
118254,4.705
118255,4.695
118256,4.69
118257,4.675
118258,4.665
118259,4.675
118260,4.675
118261,4.67
118262,4.67
118263,4.67
118264,4.66
118265,4.665
118266,4.675
118267,4.655
118268,4.65
118269,4.64
118270,4.66
118271,4.67
118272,4.67
118273,4.67
118274,4.665
118275,4.665
118276,4.66
118277,4.695
118278,4.695
118279,4.69
118280,4.69
118281,4.675
118282,4.68
118283,4.685
118284,4.69
118285,4.695
118286,4.69
118287,4.68
118288,4.685
118289,4.69
118290,4.705
118291,4.7
118292,4.705
118293,4.71
118294,4.725
118295,4.725
118296,4.725
118297,4.725
118298,4.715
118299,4.71
118300,4.73
118301,4.74
118302,4.735
118303,4.725
118304,4.72
118305,4.71
118306,4.715
118307,4.72
118308,4.725
118309,4.735
118310,4.73
118311,4.73
118312,4.73
118313,4.745
118314,4.765
118315,4.75
118316,4.75
118317,4.735
118318,4.74
118319,4.765
118320,4.78
118321,4.765
118322,4.755
118323,4.745
118324,4.755
118325,4.76
118326,4.77
118327,4.765
118328,4.765
118329,4.76
118330,4.765
118331,4.775
118332,4.775
118333,4.78
118334,4.77
118335,4.76
118336,4.765
118337,4.78
118338,4.785
118339,4.785
118340,4.76
118341,4.755
118342,4.755
118343,4.77
118344,4.79
118345,4.795
118346,4.785
118347,4.765
118348,4.76
118349,4.775
118350,4.78
118351,4.775
118352,4.77
118353,4.775
118354,4.78
118355,4.8
118356,4.795
118357,4.805
118358,4.805
118359,4.785
118360,4.8
118361,4.795
118362,4.81
118363,4.815
118364,4.8
118365,4.785
118366,4.79
118367,4.795
118368,4.815
118369,4.81
118370,4.805
118371,4.785
118372,4.79
118373,4.815
118374,4.815
118375,4.81
118376,4.795
118377,4.785
118378,4.795
118379,4.81
118380,4.805
118381,4.81
118382,4.805
118383,4.805
118384,4.815
118385,4.82
118386,4.825
118387,4.825
118388,4.825
118389,4.825
118390,4.835
118391,4.835
118392,4.865
118393,4.88
118394,4.875
118395,4.875
118396,4.885
118397,4.895
118398,4.905
118399,4.9
118400,4.905
118401,4.915
118402,4.965
118403,4.995
118404,5.01
118405,5.015
118406,5.015
118407,5.005
118408,5.025
118409,5.04
118410,5.05
118411,5.085
118412,5.085
118413,5.08
118414,5.08
118415,5.045
118416,5.03
118417,5.0
118418,4.955
118419,4.92
118420,4.895
118421,4.86
118422,4.83
118423,4.785
118424,4.775
118425,4.765
118426,4.795
118427,4.8
118428,4.81
118429,4.795
118430,4.79
118431,4.775
118432,4.78
118433,4.785
118434,4.795
118435,4.805
118436,4.805
118437,4.81
118438,4.805
118439,4.805
118440,4.795
118441,4.78
118442,4.775
118443,4.78
118444,4.79
118445,4.82
118446,4.81
118447,4.805
118448,4.815
118449,4.805
118450,4.805
118451,4.815
118452,4.83
118453,4.815
118454,4.82
118455,4.8
118456,4.81
118457,4.81
118458,4.825
118459,4.805
118460,4.79
118461,4.79
118462,4.81
118463,4.835
118464,4.93
118465,5.02
118466,5.14
118467,5.255
118468,5.4
118469,5.475
118470,5.475
118471,5.44
118472,5.465
118473,5.505
118474,5.555
118475,5.59
118476,5.645
118477,5.64
118478,5.625
118479,5.63
118480,5.66
118481,5.65
118482,5.6
118483,5.465
118484,5.285
118485,5.13
118486,5.005
118487,4.86
118488,4.685
118489,4.52
118490,4.405
118491,4.35
118492,4.37
118493,4.45
118494,4.51
118495,4.535
118496,4.545
118497,4.565
118498,4.595
118499,4.66
118500,4.68
118501,4.68
118502,4.69
118503,4.69
118504,4.69
118505,4.685
118506,4.7
118507,4.7
118508,4.69
118509,4.675
118510,4.675
118511,4.68
118512,4.69
118513,4.69
118514,4.675
118515,4.665
118516,4.67
118517,4.7
118518,4.69
118519,4.68
118520,4.68
118521,4.67
118522,4.665
118523,4.685
118524,4.69
118525,4.685
118526,4.675
118527,4.65
118528,4.665
118529,4.675
118530,4.685
118531,4.685
118532,4.675
118533,4.67
118534,4.665
118535,4.675
118536,4.685
118537,4.68
118538,4.68
118539,4.675
118540,4.68
118541,4.685
118542,4.695
118543,4.69
118544,4.685
118545,4.68
118546,4.7
118547,4.695
118548,4.7
118549,4.7
118550,4.7
118551,4.695
118552,4.695
118553,4.715
118554,4.72
118555,4.74
118556,4.755
118557,4.74
118558,4.75
118559,4.745
118560,4.755
118561,4.75
118562,4.74
118563,4.74
118564,4.75
118565,4.77
118566,4.79
118567,4.79
118568,4.785
118569,4.775
118570,4.79
118571,4.79
118572,4.805
118573,4.82
118574,4.82
118575,4.81
118576,4.81
118577,4.84
118578,4.85
118579,4.85
118580,4.85
118581,4.84
118582,4.84
118583,4.86
118584,4.88
118585,4.89
118586,4.87
118587,4.86
118588,4.865
118589,4.88
118590,4.885
118591,4.89
118592,4.875
118593,4.865
118594,4.87
118595,4.89
118596,4.905
118597,4.895
118598,4.895
118599,4.885
118600,4.89
118601,4.89
118602,4.9
118603,4.885
118604,4.885
118605,4.87
118606,4.895
118607,4.885
118608,4.89
118609,4.88
118610,4.87
118611,4.86
118612,4.875
118613,4.88
118614,4.88
118615,4.875
118616,4.865
118617,4.85
118618,4.85
118619,4.86
118620,4.87
118621,4.88
118622,4.875
118623,4.865
118624,4.865
118625,4.865
118626,4.865
118627,4.865
118628,4.86
118629,4.84
118630,4.83
118631,4.83
118632,4.835
118633,4.835
118634,4.835
118635,4.83
118636,4.845
118637,4.84
118638,4.84
118639,4.825
118640,4.82
118641,4.8
118642,4.8
118643,4.82
118644,4.81
118645,4.81
118646,4.79
118647,4.78
118648,4.805
118649,4.815
118650,4.82
118651,4.8
118652,4.785
118653,4.77
118654,4.765
118655,4.775
118656,4.78
118657,4.79
118658,4.77
118659,4.765
118660,4.76
118661,4.765
118662,4.77
118663,4.765
118664,4.76
118665,4.77
118666,4.77
118667,4.775
118668,4.77
118669,4.765
118670,4.76
118671,4.755
118672,4.76
118673,4.775
118674,4.78
118675,4.775
118676,4.775
118677,4.775
118678,4.775
118679,4.78
118680,4.77
118681,4.775
118682,4.795
118683,4.79
118684,4.795
118685,4.79
118686,4.795
118687,4.795
118688,4.8
118689,4.785
118690,4.785
118691,4.805
118692,4.82
118693,4.815
118694,4.82
118695,4.81
118696,4.81
118697,4.83
118698,4.825
118699,4.82
118700,4.815
118701,4.81
118702,4.815
118703,4.82
118704,4.83
118705,4.83
118706,4.83
118707,4.82
118708,4.825
118709,4.84
118710,4.845
118711,4.835
118712,4.835
118713,4.815
118714,4.82
118715,4.825
118716,4.83
118717,4.845
118718,4.84
118719,4.845
118720,4.845
118721,4.845
118722,4.835
118723,4.835
118724,4.83
118725,4.83
118726,4.85
118727,4.845
118728,4.845
118729,4.84
118730,4.835
118731,4.835
118732,4.845
118733,4.86
118734,4.85
118735,4.86
118736,4.835
118737,4.805
118738,4.815
118739,4.84
118740,4.845
118741,4.855
118742,4.84
118743,4.835
118744,4.83
118745,4.835
118746,4.83
118747,4.85
118748,4.835
118749,4.845
118750,4.835
118751,4.84
118752,4.85
118753,4.845
118754,4.84
118755,4.835
118756,4.845
118757,4.845
118758,4.845
118759,4.84
118760,4.825
118761,4.83
118762,4.85
118763,4.855
118764,4.865
118765,4.87
118766,4.85
118767,4.85
118768,4.855
118769,4.845
118770,4.845
118771,4.855
118772,4.86
118773,4.84
118774,4.85
118775,4.85
118776,4.855
118777,4.86
118778,4.85
118779,4.85
118780,4.85
118781,4.85
118782,4.86
118783,4.855
118784,4.875
118785,4.875
118786,4.885
118787,4.905
118788,4.9
118789,4.915
118790,4.905
118791,4.91
118792,4.915
118793,4.925
118794,4.955
118795,4.975
118796,4.99
118797,5.01
118798,5.04
118799,5.05
118800,5.06
118801,5.055
118802,5.05
118803,5.055
118804,5.08
118805,5.115
118806,5.125
118807,5.13
118808,5.115
118809,5.09
118810,5.03
118811,4.995
118812,4.96
118813,4.945
118814,4.905
118815,4.86
118816,4.81
118817,4.805
118818,4.815
118819,4.83
118820,4.825
118821,4.805
118822,4.81
118823,4.82
118824,4.82
118825,4.83
118826,4.83
118827,4.825
118828,4.83
118829,4.83
118830,4.815
118831,4.825
118832,4.82
118833,4.815
118834,4.82
118835,4.825
118836,4.83
118837,4.83
118838,4.825
118839,4.815
118840,4.83
118841,4.82
118842,4.83
118843,4.83
118844,4.835
118845,4.845
118846,4.855
118847,4.865
118848,4.865
118849,4.855
118850,4.845
118851,4.845
118852,4.84
118853,4.855
118854,4.87
118855,4.895
118856,4.895
118857,4.905
118858,4.975
118859,5.085
118860,5.185
118861,5.305
118862,5.415
118863,5.51
118864,5.53
118865,5.515
118866,5.53
118867,5.57
118868,5.61
118869,5.66
118870,5.71
118871,5.745
118872,5.74
118873,5.76
118874,5.79
118875,5.78
118876,5.74
118877,5.625
118878,5.435
118879,5.225
118880,5.045
118881,4.895
118882,4.74
118883,4.59
118884,4.475
118885,4.41
118886,4.39
118887,4.41
118888,4.475
118889,4.525
118890,4.56
118891,4.585
118892,4.595
118893,4.63
118894,4.68
118895,4.72
118896,4.74
118897,4.75
118898,4.74
118899,4.725
118900,4.74
118901,4.75
118902,4.77
118903,4.76
118904,4.745
118905,4.745
118906,4.75
118907,4.765
118908,4.765
118909,4.755
118910,4.75
118911,4.735
118912,4.74
118913,4.75
118914,4.745
118915,4.75
118916,4.73
118917,4.71
118918,4.72
118919,4.73
118920,4.75
118921,4.73
118922,4.72
118923,4.725
118924,4.735
118925,4.73
118926,4.735
118927,4.73
118928,4.715
118929,4.72
118930,4.735
118931,4.735
118932,4.735
118933,4.75
118934,4.735
118935,4.725
118936,4.735
118937,4.74
118938,4.735
118939,4.75
118940,4.755
118941,4.75
118942,4.74
118943,4.76
118944,4.77
118945,4.775
118946,4.765
118947,4.75
118948,4.76
118949,4.765
118950,4.77
118951,4.78
118952,4.775
118953,4.77
118954,4.775
118955,4.785
118956,4.795
118957,4.78
118958,4.78
118959,4.78
118960,4.805
118961,4.805
118962,4.815
118963,4.815
118964,4.815
118965,4.815
118966,4.82
118967,4.845
118968,4.86
118969,4.865
118970,4.86
118971,4.85
118972,4.875
118973,4.875
118974,4.89
118975,4.895
118976,4.88
118977,4.88
118978,4.885
118979,4.905
118980,4.905
118981,4.91
118982,4.905
118983,4.93
118984,4.93
118985,4.94
118986,4.95
118987,4.95
118988,4.95
118989,4.94
118990,4.955
118991,4.965
118992,4.965
118993,4.96
118994,4.955
118995,4.94
118996,4.965
118997,4.95
118998,4.955
118999,4.955
119000,4.955
119001,4.945
119002,4.95
119003,4.95
119004,4.95
119005,4.955
119006,4.945
119007,4.94
119008,4.94
119009,4.96
119010,4.955
119011,4.965
119012,4.945
119013,4.935
119014,4.935
119015,4.945
119016,4.95
119017,4.93
119018,4.93
119019,4.92
119020,4.93
119021,4.925
119022,4.935
119023,4.925
119024,4.925
119025,4.925
119026,4.935
119027,4.93
119028,4.925
119029,4.91
119030,4.91
119031,4.9
119032,4.9
119033,4.91
119034,4.915
119035,4.905
119036,4.895
119037,4.88
119038,4.875
119039,4.875
119040,4.875
119041,4.885
119042,4.87
119043,4.865
119044,4.87
119045,4.875
119046,4.875
119047,4.865
119048,4.87
119049,4.845
119050,4.845
119051,4.85
119052,4.85
119053,4.845
119054,4.835
119055,4.815
119056,4.825
119057,4.835
119058,4.825
119059,4.825
119060,4.81
119061,4.805
119062,4.815
119063,4.83
119064,4.835
119065,4.83
119066,4.825
119067,4.82
119068,4.835
119069,4.845
119070,4.85
119071,4.84
119072,4.84
119073,4.825
119074,4.835
119075,4.85
119076,4.855
119077,4.84
119078,4.84
119079,4.835
119080,4.84
119081,4.86
119082,4.865
119083,4.855
119084,4.85
119085,4.855
119086,4.865
119087,4.865
119088,4.86
119089,4.855
119090,4.865
119091,4.86
119092,4.875
119093,4.875
119094,4.87
119095,4.875
119096,4.875
119097,4.855
119098,4.86
119099,4.88
119100,4.885
119101,4.88
119102,4.875
119103,4.88
119104,4.885
119105,4.89
119106,4.885
119107,4.885
119108,4.88
119109,4.87
119110,4.88
119111,4.89
119112,4.885
119113,4.89
119114,4.885
119115,4.87
119116,4.875
119117,4.89
119118,4.89
119119,4.9
119120,4.9
119121,4.885
119122,4.895
119123,4.885
119124,4.9
119125,4.89
119126,4.885
119127,4.87
119128,4.885
119129,4.895
119130,4.905
119131,4.89
119132,4.88
119133,4.88
119134,4.89
119135,4.895
119136,4.905
119137,4.9
119138,4.895
119139,4.885
119140,4.89
119141,4.9
119142,4.915
119143,4.91
119144,4.9
119145,4.885
119146,4.89
119147,4.905
119148,4.915
119149,4.915
